Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Awards,Player-additional
160,Derrek Dickey,22,GSW,PF,66,,930,4.5,9,0.494,2,2.6,0.773,4.8,8.4,13.1,2.1,0.7,0.6,4.3,10.9,,dickede01
161,Barry Clemens,30,CLE,SF,71,,913,6.4,13.6,0.471,2.4,2.9,0.849,1.7,4.9,6.5,3.2,1.4,0.1,5.4,15.3,,clemeba01
162,Greg Smith,27,POR,SF,67,,878,4.1,9.3,0.434,2,3.2,0.608,2.7,5.1,7.7,3.2,1.7,0.2,5.2,10.1,,smithgr01
163,Manny Leaks,28,CAP,C,53,,845,3.4,9.9,0.341,2.5,3.5,0.699,4,6.4,10.4,1.1,0.4,1.7,4,9.2,,leaksma01
164,Howard Komives,32,KCO,PG,44,,830,3.4,8.3,0.406,1.4,1.6,0.868,0.4,1.4,1.9,4.2,1.4,0.1,3.6,8.2,,komivho01
165,Don May,28,PHI,SF,56,4,812,6.7,16.3,0.414,3.9,4.5,0.873,1.1,4.9,6,2.8,1.1,0.4,6.1,17.4,,maydo01
166,John Warren,26,CLE,SG,69,,790,6,13.3,0.454,1.6,1.9,0.854,1.9,3.9,5.8,2.8,1.2,0.3,5.3,13.6,,warrejo01
167,Dennis Awtrey,25,CHI,C,68,1,756,3.1,5.9,0.528,2.6,4.5,0.574,2.3,6,8.3,4.1,1,0.7,6.1,8.8,,awtrede01
168,Luke Witte,23,CLE,C,57,,728,5.2,12,0.432,2.3,3.1,0.742,4,7.3,11.2,2,0.4,1.1,4.5,12.7,,wittelu01
169,John Brisker,26,SEA,SF,35,,717,8.9,19.9,0.449,4.1,5,0.82,3,4.4,7.3,2.8,1.4,0.3,3.5,22,,briskjo01
170,Kevin Kunnert,22,2TM,C,64,,701,5.4,11,0.488,1.1,1.7,0.636,4.3,6.9,11.1,2.2,0.5,2.8,7.8,11.9,,kunneke01
171,Kevin Kunnert,22,BUF,C,39,,340,5.2,10.7,0.485,1.2,1.7,0.688,4.6,6.7,11.2,2.6,0.5,2.6,8.8,11.5,,kunneke01
172,Kevin Kunnert,22,HOU,C,25,,361,5.6,11.4,0.491,1,1.7,0.588,4,7.1,11.1,1.8,0.5,2.9,6.8,12.2,,kunneke01
173,Stan Love,24,LAL,PF,51,,698,6.1,14.3,0.428,2.5,3.3,0.766,2.8,6,8.8,2.5,1.4,1,6.8,14.8,,lovest01
174,Terry Driscoll,26,MIL,PF,64,,697,4.5,9.7,0.471,1.5,2.4,0.652,3.8,6.5,10.3,2.8,1.1,0.8,6.2,10.6,,driscte01
175,Ken Charles,22,BUF,SG,59,,693,4.6,9.6,0.476,2.8,4.1,0.671,1.3,2.1,3.4,2.8,1.6,0.5,4.7,11.9,,charlke01
176,Fred Foster,27,CLE,SF,58,,649,6.2,16,0.389,3,3.6,0.844,2.4,3.6,6,3.4,1.1,0.3,4.4,15.4,,fostefr01
177,Allan Bristow,22,PHI,SF,55,0,643,6,15.1,0.4,2.4,3.2,0.737,3.8,5.5,9.3,5.2,1.6,0.1,3.8,14.4,,bristal01
178,Rick Adelman,27,CHI,PG,55,0,618,3.7,9.9,0.376,3.1,4.4,0.711,0.9,3.1,4,3.3,2.1,0.1,3.7,10.6,,adelmri01
179,Art Williams,34,BOS,PG,67,,617,4.3,9.8,0.435,1.6,1.9,0.844,1.2,5.5,6.7,9.5,2.6,0.2,5.8,10.1,,williar01
180,Tom Boerwinkle,28,CHI,C,46,9,602,3.5,7.1,0.487,2.5,3.6,0.7,3.2,9.6,12.7,5.6,1,1.1,4.8,9.4,,boerwto01
181,Ron Riley,23,2TM,PF,48,,591,4.9,12.3,0.401,1.5,2.3,0.632,2.9,7.9,10.8,2.3,1.1,1.5,5.8,11.3,,rileyro01
182,Ron Riley,23,KCO,PF,12,,170,5.1,12.1,0.421,3,5.1,0.583,2.8,9.1,11.9,1.7,0.6,0.4,5.7,13.1,,rileyro01
183,Ron Riley,23,HOU,PF,36,,421,4.9,12.4,0.393,0.9,1.2,0.714,3,7.4,10.3,2.5,1.3,1.9,5.8,10.6,,rileyro01
184,Tom Kozelko,22,CAP,PF,49,,573,3.7,8.4,0.444,1.4,2,0.719,3.3,4.5,7.8,1.6,1.3,0.4,5.2,8.9,,kozelto01
185,Walt Hazzard,31,SEA,PG,49,,571,4.8,11.3,0.422,2.1,2.8,0.756,1.1,2.5,3.6,7.7,1.6,0.4,4.9,11.7,,abdulma01
186,Louie Nelson,22,CAP,SG,49,,556,6,13.9,0.433,3.4,4.7,0.726,1.7,2.8,4.5,3.4,2,0.1,4,15.5,,nelsolo01
187,Dale Schlueter,28,ATL,C,57,,547,4.1,8.9,0.467,2.5,3.3,0.76,3.6,6.6,10.2,3,1.6,1.4,5.5,10.8,,schluda01
188,Bob Rule,29,CLE,C,26,,540,5.1,12.8,0.396,2.3,3.1,0.739,2.9,4,6.9,3.1,0.8,0.7,4.7,12.4,,rulebo01
189,LaRue Martin,23,POR,C,50,,538,6.8,15.5,0.435,2.8,4.4,0.636,5,7.2,12.1,1.3,0.5,1.7,6,16.3,,martila01
190,Harthorne Wingo,26,NYK,PF,60,0,536,5.5,11.6,0.477,3.2,5.1,0.632,4.8,6.3,11.1,1.7,0.5,0.9,5.7,14.2,,wingoha01
191,Larry McNeill,23,KCO,PF,54,,516,7.4,15.3,0.482,6.9,9.8,0.707,4.2,6,10.2,1.7,2.4,0.4,5.3,21.7,,mcneila01
192,Joe Ellis,29,GSW,SF,50,,515,4.3,13.3,0.321,1.3,2.2,0.581,2.6,5.9,8.5,2.6,2.3,0.6,5.3,9.8,,ellisjo01
193,Milt Williams,28,SEA,PG,53,,505,4.4,10.6,0.416,2.9,4.5,0.651,1.4,2,3.4,7.3,1.8,0,5.8,11.8,,willimi01
194,Willis Reed,31,NYK,C,19,17,500,6,13.2,0.457,3,3.8,0.792,3.4,6.8,10.2,2.2,0.9,1.5,3.5,15.1,,reedwi01
195,John Tschogl,23,ATL,SF,64,,499,4.3,12,0.355,0.7,1.2,0.588,2.4,3.1,5.5,2.4,1.2,1.4,5,9.2,,tschojo01
196,Mel Counts,32,LAL,C,45,,499,4.4,12,0.365,1.7,2.4,0.727,4,6.5,10.5,3.9,1.4,1.7,6.1,10.5,,countme01
197,Ken Durrett,25,KCO,SF,45,,462,6.7,13.7,0.489,3.3,5.4,0.609,2.2,3.9,6.1,1.5,1,0.4,5.3,16.7,,durreke01
198,Dave Stallworth,32,CAP,SF,45,,458,5.9,14.7,0.401,3.7,4.3,0.855,4.1,5.7,9.8,2,2.2,0.3,4.8,15.5,,stallda01
199,Jim McDaniels,25,SEA,C,27,,439,5.2,14.2,0.364,1.9,3.5,0.535,4.2,6.3,10.5,2,0.6,1.2,3.9,12.2,,mcdanji01
200,Doug Collins,22,PHI,SG,25,0,436,5.9,16,0.371,4.5,5.9,0.764,0.6,3.2,3.8,3.3,1.1,0.2,5.4,16.4,,collido01
201,Lee Winfield,26,BUF,PG,36,,433,3.1,8.7,0.352,2.7,4.3,0.635,1.6,2,3.6,3.9,1.2,0.4,3.5,8.9,,winfile01
202,Hank Finkel,31,BOS,C,60,,427,5.1,11,0.462,2.4,3.6,0.651,3.5,7.9,11.4,2.3,0.3,0.6,5.2,12.5,,finkeha01
203,Kermit Washington,22,LAL,PF,45,,400,6.6,13.6,0.483,2.3,4.4,0.531,5.6,7.7,13.2,1.7,1.9,1.6,6.9,15.5,,washike01
204,Walt Wesley,29,CAP,C,39,,400,6.4,13.6,0.47,2.3,3.9,0.605,5.7,6.6,12.2,1.3,0.8,1.8,6.7,15.1,,weslewa01
205,Tom Ingelsby,22,ATL,PG,48,,398,4.5,11.8,0.382,2.6,3.3,0.784,0.9,3.1,4,3.3,1.7,0.4,3.9,11.7,,ingelto01
206,Rowland Garrett,23,CHI,SF,41,0,373,6.6,17.8,0.37,2,3.1,0.656,3,3.8,6.8,1.1,0.5,0.9,4.2,15.2,,garrero01
207,Bill Chamberlain,24,PHO,SF,28,,367,5.6,12.8,0.438,3.8,5.5,0.696,3.2,4.6,7.8,3.6,2,1.2,7.3,15,,chambbi01
208,Larry Cannon,26,PHI,SG,19,0,335,5.3,13.6,0.386,2,3,0.679,1.7,2.1,3.9,5.6,0.8,0.4,5.2,12.6,,cannola01
209,Mo Layton,25,POR,PG,22,,327,6.1,12.3,0.491,1.5,2.9,0.538,0.8,2.9,3.6,5.6,1,0.1,5,13.7,,laytomo01
210,Dick Garrett,27,2TM,SG,40,0,326,4.7,13.9,0.341,1.7,2.1,0.789,1.7,2.8,4.4,2.5,1.1,0.1,6.2,11.2,,garredi01
211,Dick Garrett,27,NYK,SG,25,0,239,4.8,13.7,0.352,1.5,2,0.769,1.5,2.4,3.9,2.1,1.1,0.2,6.2,11.1,,garredi01
212,Dick Garrett,27,MIL,SG,15,,87,4.6,14.5,0.314,2.1,2.5,0.833,2.1,3.7,5.8,3.7,1.2,0,6.2,11.2,,garredi01
213,Ben Kelso,24,DET,SG,46,,298,4.2,11.6,0.365,1.8,2.7,0.682,1.8,1.9,3.7,2.2,1.4,0.1,5.4,10.3,,kelsobe01
214,Bob Nash,23,DET,SF,35,,281,5.3,14.7,0.357,3.1,5,0.615,4,5.5,9.5,1.8,0.4,1.3,4.5,13.6,,nashbo01
215,Rod Freeman,23,PHI,SF,35,0,265,5.3,14,0.379,3.8,5.6,0.683,3,4.3,7.3,1.9,1.6,0.1,5.7,14.4,,freemro01
216,George Johnson,26,HOU,C,26,,238,3.5,7.7,0.451,1.2,2.6,0.471,3,6.2,9.2,1.4,1.2,1.2,7,8.2,,johnsge01
217,Nate Hawthorne,24,LAL,SG,33,,229,6,14.6,0.409,4.7,7.5,0.625,2.5,2.5,5,3.6,1.4,0.9,5.2,16.7,,hawthna01
218,Bob Verga,28,POR,SG,21,,216,7,15.5,0.452,3.3,5.3,0.625,1.8,1.2,3,2.8,2,0,3.7,17.3,,vergabo01
219,Vester Marshall,25,SEA,SF,13,,174,1.4,6,0.241,0.6,1.4,0.429,2.9,4.8,7.7,0.8,0.8,0.6,4.1,3.5,,marshve01
220,Mel Davis,23,NYK,PF,30,0,167,7.1,20.5,0.347,2.6,3.4,0.75,3.7,8,11.6,1.7,0.6,0.9,7.8,16.8,,davisme01
221,Russ Lee,24,MIL,SF,36,,166,8.2,20.4,0.404,2.4,3.5,0.688,3.5,5.2,8.7,4.3,2.4,0,6.3,18.9,,leeru01
222,Phil Hankinson,22,BOS,SF,28,,163,11,22.7,0.485,2.2,2.9,0.769,4.9,6.2,11,0.9,0.7,0.2,4,24.3,,hankiph01
223,Steve Downing,23,BOS,C,24,,137,5.5,16.8,0.328,5.8,10,0.579,3.7,6.6,10.2,2.9,1.3,0,8.7,16.8,,downist01
224,Mark Sibley,23,POR,SG,28,,124,5.8,16.3,0.357,1.7,2,0.857,2.6,4.6,7.3,3.8,1.2,0.3,6.7,13.4,,siblema01
225,Mike Macaluso,22,BUF,SF,30,,112,6.1,14.1,0.432,3.2,5.5,0.588,3.2,4.8,8,1,2.3,0.3,10,15.4,,macalmi01
226,Stan McKenzie,29,HOU,SG,11,,112,2.3,7.7,0.292,1.9,2.6,0.75,1,4.2,5.1,1.9,1,0,5.5,6.4,,mckenst01
227,Jim Owens,23,PHO,SF,17,,101,7.5,13.9,0.538,3.9,5,0.786,0.4,2.9,3.2,5.3,1.8,0,2.1,18.9,,owensji01
228,Charlie Davis,24,POR,SG,8,,90,5.6,16,0.35,1.2,1.6,0.75,0.8,3.6,4.4,4.4,0.8,0,2.8,12.4,,davisch01
229,Luther Rackley,27,PHI,C,9,0,68,2.6,6.9,0.385,4.2,5.8,0.727,2.6,9,11.6,0,1.6,2.1,5.8,9.5,,rackllu01
230,Dick Barnett,37,NYK,SG,5,0,58,6.2,16.1,0.385,1.2,1.9,0.667,0.6,1.9,2.5,3.7,0.6,0,1.2,13.7,,barnedi01
231,Tom Riker,23,NYK,C,17,0,57,8.2,18.3,0.448,7.6,10.7,0.706,5.7,3.8,9.5,1.9,0,0,3.8,24,,rikerto01
232,Paul Ruffner,25,BUF,C,20,,51,7.8,19.1,0.407,5.6,9.2,0.615,2.8,4.9,7.8,0,0.7,0.7,7.1,21.2,,ruffnpa01
233,Rich Rinaldi,24,CAP,SG,7,,48,2.3,16.5,0.136,2.3,3,0.75,1.5,3.8,5.2,7.5,2.3,0.7,5.2,6.8,,rinalri01
234,Dick Cunningham,27,MIL,C,8,,45,2.4,4.8,0.5,0,5.6,0,0.8,12,12.8,0,1.6,1.6,4,4.8,,cunnidi01
235,Ted Manakas,22,KCO,SG,5,,45,3.2,8,0.4,3.2,3.2,1,0,2.4,2.4,1.6,0.8,0,3.2,9.6,,manakte01
236,Joe Reaves,23,PHO,SF,7,,38,5.7,10.4,0.545,3.8,10.4,0.364,1.9,5.7,7.6,0.9,0,1.9,5.7,15.2,,reavejo01
237,Chuck Terry,23,MIL,SF,7,,32,4.5,13.5,0.333,0,0,,1.1,2.3,3.4,4.5,2.3,0,4.5,9,,terrych01
238,Paul McCracken,23,HOU,SG,4,,13,2.8,11.1,0.25,0,0,,2.8,13.8,16.6,5.5,0,0,8.3,5.5,,mccrapa01
239,Jim Garvin,23,BUF,PF,6,,11,3.3,13.1,0.25,0,0,,3.3,13.1,16.4,0,0,0,3.3,6.5,,garviji01
240,Allie McGuire,22,NYK,SG,2,0,10,7.2,14.4,0.5,0,0,,0,7.2,7.2,3.6,0,0,7.2,14.4,,mcguial02
241,Tom Patterson,25,CAP,SF,2,,8,0,4.5,0,4.5,9,0.5,4.5,4.5,9,9,0,0,0,4.5,,patteto01
242,Travis Grant,24,LAL,SF,3,,6,6,24,0.25,6,18,0.333,0,6,6,0,0,0,6,18,,granttr01
243,Mike Ratliff,22,KCO,C,2,,4,0,0,,0,0,,0,0,0,0,0,0,0,0,,ratlimi01
244,Dennis Bell,22,NYK,SF,1,0,4,0,9,0,0,0,,0,0,0,0,0,0,0,0,,bellde01
245,Justus Thigpen,26,KCO,SG,1,,2,18,54,0.333,0,0,,18,0,18,0,0,0,0,36,,thigpju01
