Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
154,Kevin Kunnert,27,SDC,C,81,,1684,5,10.7,0.467,1.2,1.8,0.659,4.3,7.8,12.2,2.4,1,2.5,3,6.6,11.2,,kunneke01
155,Tiny Archibald,30,BOS,PG,69,,1662,5.6,12.4,0.452,5.2,6.6,0.788,0.5,1.7,2.2,7,1.2,0.1,4.3,2.9,16.5,,architi01
156,Larry Wright,24,WSB,PG,73,,1658,6,12.8,0.469,2.7,3.6,0.744,1,2,3,6.5,1.5,0.3,2.6,3.6,14.7,,wrighla01
157,Bingo Smith,32,CLE,SG,72,,1650,7.9,17.1,0.46,1.8,2.3,0.783,1.7,2.8,4.5,2.6,0.9,0.2,1.6,4.1,17.6,,smithbi02
158,Mike Green,27,SAS,C,76,,1641,5.2,10.5,0.493,2.2,3.2,0.701,2.9,4.9,7.8,2.5,0.8,2.7,2,5,12.5,,greenmi01
159,Darnell Hillman,29,KCK,PF,78,,1618,4.7,9.5,0.493,2.8,5,0.558,3.1,6.5,9.6,2,1.1,1.5,3,6.4,12.2,,hillmda01
160,Jim Brewer,27,2TM,PF,80,,1611,3.2,7.1,0.442,0.6,1.4,0.413,3.6,7.1,10.6,1.9,1.4,1.5,2.2,3.9,6.9,,breweji01
161,Jim Brewer,27,CLE,PF,55,,1301,3.2,7.2,0.44,0.6,1.3,0.479,3.5,6.8,10.2,2,1.3,1.5,2.2,3.8,6.9,,breweji01
162,Jim Brewer,27,DET,PF,25,,310,3.1,7,0.45,0.3,1.7,0.2,3.9,8.2,12.2,1.5,1.5,1.2,2.2,4.4,6.6,,breweji01
163,Mitch Kupchak,24,WSB,PF,66,,1604,8.3,15.4,0.539,5,6.7,0.743,3.4,6.2,9.7,2,0.5,0.5,2.7,3.2,21.6,,kupchmi01
164,Glen Gondrezick,23,NYK,SF,75,40,1602,3.6,7.3,0.494,1.2,2.2,0.567,3.3,6.2,9.5,2.4,2.2,0.4,2.1,5.1,8.5,,gondrgl01
165,Kevin Restani,27,MIL,PF,81,,1598,5.9,11.9,0.495,1.1,1.6,0.699,3.2,5.5,8.7,2.7,0.7,0.6,2.2,3.5,13,,restake01
166,Doug Collins,27,PHI,SG,47,44,1595,8.1,16.2,0.499,4.5,5.6,0.814,0.8,2,2.8,4.3,1.2,0.5,3,3.1,20.7,AS,collido01
167,Ron Boone,32,LAL,SG,82,,1583,5.9,12.9,0.455,2,2.4,0.865,1.2,2.1,3.3,3.5,1.5,0.3,3.3,3.9,13.8,,boonero01
168,Mike Mitchell,23,CLE,SF,80,,1576,8.3,16.1,0.513,3,4.1,0.736,2.9,4.6,7.5,1.4,1.2,0.7,2.3,4.9,19.5,,mitchmi01
169,Dave Twardzik,28,POR,PG,64,,1570,4.7,8.7,0.533,6,6.9,0.873,0.9,1.8,2.7,4,1.9,0.1,2.9,4.2,15.3,,twardda01
170,Greg Ballard,24,WSB,SF,82,,1552,6,13,0.465,2.8,4,0.692,3.3,7.1,10.4,2.7,1.3,0.7,2.3,3.9,14.8,,ballagr01
171,Don Ford,26,LAL,PF,79,,1540,5.3,10.5,0.507,1.7,2.1,0.809,1.9,4.3,6.3,2.4,1.2,0.6,2.2,4.1,12.3,,forddo01
172,Jeff Judkins,22,BOS,SF,81,,1521,7,13.9,0.503,2.8,3.5,0.815,1.7,2.9,4.5,3.4,1.9,0.3,2.6,4.4,16.8,,judkije01
173,Tim Bassett,27,NJN,PF,82,,1508,2.8,7.5,0.371,2.1,3.1,0.679,4.2,5.8,10,2.4,1.1,0.7,2.5,5.2,7.7,,basseti01
174,Larry Steele,29,POR,SG,72,,1488,4.9,11.7,0.42,2.7,3.3,0.824,1.4,2.7,4.1,3.4,1.8,0.2,2.3,5,12.5,,steella01
175,Coby Dietrick,30,SAS,C,76,,1487,5.1,9.7,0.523,1.9,2.4,0.798,2.1,5.5,7.6,4.8,1.7,0.9,2.2,5,12,,dietrco01
176,Mike Dunleavy,24,HOU,SG,74,,1486,5.2,10.3,0.506,3.9,4.5,0.864,0.7,2.4,3.1,7.8,1.4,0.1,3.1,4.1,14.3,,dunlemi01
177,Robert Smith,23,DEN,PG,82,,1479,4.5,10.6,0.422,3.9,4.4,0.883,1,2.6,3.6,5.1,1.4,0.3,2.3,4,12.8,,smithro01
178,James Hardy,22,NOJ,SF,68,,1456,4.8,10.5,0.46,1.5,2.2,0.693,3,4.7,7.7,1.6,1.3,1.5,2.3,3.3,11.2,,hardyja01
179,Bob Gross,25,POR,SF,53,,1441,5.2,11.1,0.472,2.4,3,0.807,2.6,3.6,6.2,4.6,1.7,1.2,3,4,12.8,,grossbo01
180,Aaron James,26,NOJ,SF,73,,1417,7.9,16,0.494,2.7,3.6,0.75,2.5,3.8,6.3,2,0.7,0.5,2.8,5.1,18.5,,jamesaa01
181,Joel Kramer,23,PHO,PF,82,,1401,4.7,9.5,0.489,3.2,4.5,0.71,3.4,5.2,8.7,2.4,1.2,0.6,2.5,5.8,12.5,,kramejo01
182,Paul Griffin,25,NOJ,PF,77,,1398,2.7,5.7,0.475,2.3,3.8,0.619,3.2,6.8,10.1,3.6,1.4,0.9,3,5.1,7.8,,griffpa01
183,Earl Monroe,34,NYK,SG,64,24,1393,8.5,18.1,0.471,3.3,4,0.838,0.7,1.2,1.9,4.9,1.2,0.2,2.5,3.2,20.3,,monroea01
184,Tom McMillen,26,ATL,C,82,,1392,6,12.9,0.466,2.7,3.1,0.891,3.4,5.2,8.6,1.8,0.4,0.8,2.3,5.5,14.7,,mcmilto01
185,Lloyd Walton,25,MIL,PG,75,,1381,4.1,8.5,0.48,1.6,2.3,0.678,0.9,1.8,2.7,9.3,1.9,0.2,3.2,2.7,9.8,,waltoll01
186,Jack Givens,22,ATL,SF,74,,1347,6.3,15.1,0.415,2.7,3.6,0.756,2.6,3.1,5.7,2.2,1.9,0.5,2,3.2,15.2,,givenja01
187,Ron Lee,26,2TM,PG,60,,1346,5.8,13.6,0.43,2.6,3.8,0.695,1.7,2.8,4.5,5.5,2.9,0.2,4.4,4.9,14.3,,leero01
188,Ron Lee,26,PHO,PG,43,,948,6.6,14.5,0.452,2.8,3.9,0.712,1.6,2.7,4.3,5,2.6,0.2,4.4,5.2,15.9,,leero01
189,Ron Lee,26,NOJ,PG,17,,398,4.1,11.2,0.363,2.2,3.3,0.649,1.9,3.1,5,6.6,3.4,0.2,4.4,4,10.3,,leero01
190,Ben Poquette,23,DET,PF,76,,1337,5.3,12.5,0.427,3,3.8,0.782,2.7,6.4,9,1.5,1,2.6,1.8,5.3,13.7,,poquebe01
191,Corky Calhoun,28,IND,SF,81,,1332,4.1,9.1,0.457,1.9,2.3,0.837,1.7,4.7,6.4,2.8,1,0.5,1.5,5.1,10.2,,calhoco01
192,Allan Bristow,27,SAS,SF,74,,1324,4.7,9.6,0.492,3.4,4.1,0.832,2.2,4.5,6.7,6.3,1.5,0.4,2.9,4.2,12.8,,bristal01
193,Bob Nash,28,KCK,SF,82,,1307,6.3,14.4,0.435,1.9,2.4,0.802,2.1,3.6,5.7,2,0.8,0.4,2.3,3.7,14.4,,nashbo01
194,Nate Williams,28,GSW,SG,81,,1299,7.9,15.7,0.501,2.8,3.2,0.872,1.9,3.9,5.7,1.7,1.5,0.1,2.6,4.7,18.6,,willina01
195,Mike Bratz,23,PHO,PG,77,,1297,6.7,14.8,0.454,3.9,4.7,0.818,1.5,2.4,3.9,5,1.8,0.2,3.7,4.2,17.3,,bratzmi01
196,Steve Mix,31,PHI,SF,74,1,1269,7.5,14,0.538,4.6,5.7,0.801,3.1,5.2,8.3,3.4,1.6,0.5,2.8,3.2,19.6,,mixst01
197,John Brown,27,CHI,SF,77,4,1265,4.3,9,0.479,2.4,2.8,0.857,2.4,4.4,6.8,3,0.5,0.3,2.5,5.1,11,,brownjo01
198,Len Elmore,26,IND,C,80,,1264,4,9.7,0.406,1.6,2.2,0.718,3.3,8.2,11.4,2.1,1.8,2.3,2.1,5.2,9.5,,elmorle01
199,Marty Byrnes,22,2TM,SF,79,,1264,5.3,11.1,0.481,3,4.4,0.688,2.6,2.9,5.4,3,0.8,0.3,3.4,3.2,13.7,,byrnema01
200,Marty Byrnes,22,PHO,SF,43,,734,5.3,10.9,0.489,3.6,4.9,0.73,2.4,2.4,4.8,3,0.7,0.1,3.9,3.4,14.3,,byrnema01
201,Marty Byrnes,22,NOJ,SF,36,,530,5.3,11.3,0.47,2.2,3.7,0.611,2.8,3.6,6.4,2.9,0.8,0.5,2.7,2.9,12.8,,byrnema01
202,Bayard Forrest,24,PHO,C,75,,1243,3.4,7.9,0.434,1.8,3.3,0.539,3.2,5.9,9.1,4.8,0.8,1.1,3.1,4.4,8.6,,forreba01
203,Billy McKinney,23,KCK,PG,78,,1242,7,13.8,0.503,3.7,4.7,0.796,0.6,1.9,2.5,7.3,1.7,0.1,3.6,3.5,17.7,,mckinbi01
204,Anthony Roberts,23,DEN,SF,63,,1236,6.1,14.5,0.424,2.2,3.2,0.691,3.1,4.4,7.5,3.1,0.6,0.1,1.9,4.1,14.5,,roberan01
205,Earl Tatum,25,2TM,SG,79,,1233,8.2,18.3,0.447,1.5,2.1,0.732,1.2,2.5,3.6,2.1,2.3,1,2.6,4.8,17.9,,tatumea01
206,Earl Tatum,25,BOS,SG,3,,38,7.6,18.9,0.4,3.8,4.7,0.8,0.9,2.8,3.8,0.9,0,0.9,2.8,6.6,18.9,,tatumea01
207,Earl Tatum,25,DET,SG,76,,1195,8.2,18.3,0.448,1.4,2,0.727,1.2,2.4,3.6,2.2,2.3,1,2.6,4.8,17.8,,tatumea01
208,Curtis Rowe,29,BOS,PF,53,,1222,4.4,10.2,0.436,1.5,2.2,0.693,2.3,4.8,7.1,2,0.4,0.4,2.6,3.1,10.4,,rowecu01
209,Dave Robisch,29,LAL,C,80,,1219,4.4,9.9,0.446,2.5,3.4,0.748,2.4,6,8.4,2.9,0.6,0.7,1.6,3.2,11.4,,robisda01
210,Tom Abernethy,24,GSW,PF,70,,1219,5.2,10.1,0.515,2.1,2.8,0.745,2.2,4.2,6.4,2.3,1.2,0.4,0.9,3.9,12.5,,abernto01
211,Michael Ray Richardson,23,NYK,PG,72,5,1218,5.9,14.3,0.414,2,3.8,0.539,2.3,4.6,6.9,6.3,3,0.5,4.2,5.6,13.9,,richami01
212,Dwight Jones,26,HOU,C,81,,1215,5.4,11.7,0.458,2.8,3.9,0.727,3.3,6.5,9.7,1.7,1,0.8,3,6,13.6,,jonesdw01
213,Gar Heard,30,PHO,PF,63,,1213,4.8,10.9,0.441,2.1,3.1,0.689,2.9,7.5,10.4,1.8,1.6,1.7,1.8,4.2,11.7,,heardga01
214,Jim Price,29,LAL,PG,75,,1207,5.1,10.3,0.497,1.6,2.4,0.696,0.8,2.9,3.7,6.5,2,0.4,3,3.8,11.8,,priceji01
215,Freeman Williams,22,SDC,SG,72,,1195,10.1,20.6,0.49,2.3,3,0.776,1.4,1.5,3,2.5,1.3,0.1,3,2.7,22.5,,willifr01
216,Winford Boynes,21,NJN,SG,69,,1176,7.8,18.2,0.43,4.1,5.2,0.787,1.8,2.9,4.7,2.3,1.3,0.2,3.6,3.6,19.7,,boynewi01
217,Mike Glenn,23,NYK,SG,75,11,1171,8.1,14.9,0.541,1.8,1.9,0.905,0.9,1.7,2.5,4.2,1.1,0.2,2,3.5,17.9,,glennmi01
218,George Johnson,22,MIL,PF,67,,1157,5.1,10.6,0.482,2.6,3.6,0.718,3.3,7.9,11.2,2.5,2.3,1.5,3.1,5.8,12.9,,johnsge03
219,Kenny Carr,23,LAL,PF,72,,1149,7,14.1,0.5,2.6,4.3,0.606,2.2,7,9.1,1.9,1.2,1,3.6,4.8,16.7,,carrke01
220,Wilson Washington,23,NJN,PF,62,,1139,6.9,13.7,0.502,2.1,3.3,0.635,2.8,6.5,9.3,1.5,1,2.1,3.1,5.9,15.9,,washiwi01
221,Kim Hughes,26,DEN,C,81,,1086,3.2,6,0.538,0.6,1.5,0.4,3.7,7.4,11.1,2.5,1.9,3.4,2.6,7.1,7.1,,hugheki01
222,Don Chaney,32,BOS,SG,65,,1074,5.8,13.9,0.42,1.2,1.4,0.857,2.1,2.6,4.7,2.5,2.4,0.4,2.2,5.6,12.9,,chanedo01
223,Phil Jackson,33,NJN,PF,59,,1070,4.8,10.2,0.475,2.9,3.5,0.819,2,4,6,2.9,1.5,0.7,2.6,5.7,12.6,,jacksph01
224,Joe Bryant,24,PHI,PF,70,0,1064,6.9,16.2,0.429,4.2,5.8,0.724,3.2,5.5,8.8,3.5,1.7,0.3,3.9,5.8,18,,bryanjo01
225,Kenny Higgs,24,CLE,PG,68,,1050,4.4,9.6,0.455,2.9,3.8,0.766,0.6,2.9,3.5,4.8,2.3,0.4,1.6,6,11.6,,higgske01
226,Slick Watts,27,HOU,PG,61,,1046,3.2,7.8,0.405,1.4,2.3,0.612,1.2,2.3,3.5,8.4,2.5,0.5,2.4,4.9,7.7,,wattssl01
227,John Lambert,26,CLE,PF,70,,1030,5.2,11.5,0.45,1.2,1.9,0.636,4.1,6.1,10.1,1.5,0.9,1,2.3,5.7,11.6,,lambejo01
228,Ralph Simpson,29,2TM,SG,69,0,979,6.4,15.9,0.402,2.8,4.1,0.685,1.3,2.2,3.5,4.6,1.4,0.2,3.7,2.1,15.6,,simpsra01
229,Ralph Simpson,29,PHI,SG,37,0,452,6.9,15.6,0.444,2.2,3.2,0.7,1.3,1.5,2.8,4.6,2,0.1,3.7,2.2,16.1,,simpsra01
230,Ralph Simpson,29,NJN,SG,32,,527,5.9,16.2,0.367,3.3,4.9,0.676,1.3,2.9,4.2,4.6,0.8,0.3,3.6,2,15.2,,simpsra01
231,Wally Walker,24,SEA,SF,60,,969,6.2,12.7,0.49,2.2,3.6,0.604,2.5,4.1,6.6,2.6,0.4,1,2.5,4.7,14.6,,walkewa01
232,Harvey Catchings,27,2TM,C,57,4,948,3.9,9.2,0.42,2.3,3,0.769,3.8,7.6,11.5,1.8,0.9,3.5,3.3,5,10,,catchha01
233,Harvey Catchings,27,PHI,C,25,4,289,3.5,8.5,0.412,1.6,2.1,0.765,3.7,8.5,12.2,2.2,1,4.4,4.6,5.2,8.6,,catchha01
234,Harvey Catchings,27,NJN,C,32,,659,4,9.6,0.423,2.6,3.3,0.77,3.9,7.3,11.1,1.6,0.8,3.1,2.8,4.9,10.7,,catchha01
235,Tom Burleson,26,KCK,C,56,,927,6.1,13.3,0.459,4.7,6.6,0.716,3.3,7.7,10.9,1.9,1,2.3,2.5,7.1,16.9,,burleto01
236,Charlie Criss,30,ATL,PG,54,,879,4.5,11.8,0.377,2.7,3.5,0.779,0.8,1.7,2.5,5.7,1.7,0.1,3.2,2.9,11.7,,crissch01
237,Kevin Stacom,27,2TM,SG,68,,831,5.5,14.8,0.374,1.9,2.6,0.733,1.3,2.4,3.7,4.9,1.3,0,3.5,2,13,,stacoke01
238,Kevin Stacom,27,IND,SG,44,,571,4.8,13.2,0.364,2,2.6,0.756,1.3,2.6,3.8,4.9,0.9,0.1,3.4,1.8,11.5,,stacoke01
239,Kevin Stacom,27,BOS,SG,24,,260,7.2,18.4,0.391,1.8,2.6,0.684,1.4,1.9,3.3,4.8,2.1,0,3.6,2.5,16.2,,stacoke01
240,Tommie Green,22,NOJ,PG,59,,809,4.1,10.5,0.388,2.1,2.8,0.762,0.9,2.1,3,6.2,2.7,0.3,4,4.9,10.3,,greento01
241,Marvin Barnes,26,BOS,PF,38,,796,6,12.3,0.491,1.9,3,0.652,2.6,5.4,8,2.4,1.7,1.8,3.1,6.5,14,,barnema01
242,Wayne Cooper,22,GSW,C,65,,795,5.8,13.3,0.437,1.9,2.8,0.672,4.1,8.6,12.7,1,0.3,2,2.4,5.3,13.4,,coopewa01
243,Clemon Johnson,22,POR,C,74,,794,4.6,9.8,0.47,1.6,3.4,0.486,3.8,6.5,10.2,3.5,1,1.6,2.9,5.5,10.9,,johnscl01
244,Raymond Townsend,23,GSW,SG,65,,771,5.9,13.5,0.439,2.3,3.2,0.735,0.5,2.1,2.6,4.2,1.3,0.3,2.4,3.3,14.2,,townsra01
245,Louie Dampier,34,SAS,PG,70,,760,5.8,11.9,0.49,1.4,1.8,0.744,0.7,2.3,3,5.9,1.7,0.4,1.8,2,13,,dampilo01
246,Marlon Redmond,23,2TM,SG,53,0,759,7.7,18.4,0.421,1.5,2.4,0.62,2.7,2.5,5.2,2.8,1.3,0.8,2.7,4.6,16.9,,redmoma01
247,Marlon Redmond,23,KCK,SG,49,,736,7.9,18.3,0.432,1.5,2.4,0.62,2.8,2.5,5.3,2.8,1.4,0.8,2.7,4.5,17.4,,redmoma01
248,Marlon Redmond,23,PHI,SG,4,0,23,1.6,18.8,0.083,0,0,,0,1.6,1.6,1.6,0,0,1.6,4.7,3.1,,redmoma01
249,Dennis Awtrey,30,2TM,C,63,,746,2.1,5.2,0.411,2,2.7,0.732,2,5.3,7.3,3.3,0.8,0.6,2.5,5.1,6.2,,awtrede01
250,Dennis Awtrey,30,BOS,C,23,,247,2.5,6.4,0.386,2.3,2.9,0.8,1.9,5,6.9,2.9,0.4,0.9,3.1,5.4,7.3,,awtrede01
251,Dennis Awtrey,30,SEA,C,40,,499,1.9,4.5,0.429,1.8,2.6,0.694,2.1,5.4,7.5,3.5,0.9,0.5,2.2,5,5.7,,awtrede01
252,Ira Terrell,24,2TM,SF,49,,732,4.6,9.7,0.47,1.7,2.6,0.66,2.2,5,7.2,2,1.1,1.4,2.6,4.9,10.9,,terreir01
253,Ira Terrell,24,NOJ,SF,31,,572,4,9.1,0.438,1.7,2.4,0.711,2.1,4.7,6.9,1.6,0.9,1.4,2.3,4.6,9.6,,terreir01
254,Ira Terrell,24,POR,SF,18,,160,6.8,12.2,0.556,1.8,3.4,0.533,2.3,6.1,8.3,3.4,1.6,1.4,3.8,6.1,15.3,,terreir01
255,John Rudd,23,NYK,SF,58,3,723,2.9,6.6,0.444,3.3,4.6,0.71,3.4,4.9,8.3,1.7,0.8,0.4,2.9,4.7,9.2,,ruddjo01
256,Charles Dudley,28,CHI,PG,43,8,684,2.4,6.6,0.36,1.5,2.2,0.667,1.3,3.2,4.5,6.1,1.7,0.1,3.4,4.3,6.2,,dudlech01
257,Wayne Radford,22,IND,SG,52,,649,4.6,9.7,0.474,2,2.5,0.8,1.4,2.4,3.8,3.2,1.7,0.1,2.5,3.4,11.2,,radfowa01
258,Al Skinner,26,2TM,SG,45,0,643,5.1,12,0.425,5.5,6.4,0.868,1.5,3.3,4.8,5,2.2,0.2,4,6.4,15.7,,skinnal01
259,Al Skinner,26,NJN,SG,23,,334,5.9,13.5,0.44,7.8,8.8,0.878,1.3,3.2,4.5,5.3,2.4,0.2,4.1,5.7,19.6,,skinnal01
260,Al Skinner,26,PHI,SG,22,0,309,4.2,10.4,0.404,3.1,3.7,0.844,1.7,3.4,5.1,4.7,2.1,0.1,4,7.1,11.5,,skinnal01
261,Rick Wilson,22,ATL,SG,61,,589,5,12,0.411,1.5,2.7,0.545,1.2,3.4,4.6,4.4,1.8,0.5,2.5,4,11.4,,wilsori01
262,Andre Wakefield,24,2TM,SG,73,0,586,3.8,10.9,0.35,2.9,4.2,0.696,1.5,3.1,4.7,4.3,1.2,0.1,4.5,4.3,10.6,,wakefan01
263,Andre Wakefield,24,CHI,SG,2,0,8,0,4.5,0,0,0,,0,0,0,4.5,0,0,9,9,0,,wakefan01
264,Andre Wakefield,24,DET,SG,71,,578,3.9,11,0.352,3,4.3,0.696,1.6,3.2,4.7,4.3,1.2,0.1,4.4,4.2,10.7,,wakefan01
265,Tom LaGarde,23,SEA,C,23,,575,6.1,11.3,0.541,3.6,5.9,0.6,3.8,8.1,11.9,2,0.4,1.1,2.9,4.7,15.8,,lagarto01
266,Norm Van Lier,31,MIL,PG,38,,555,1.9,5,0.39,3,3.4,0.904,0.5,2.1,2.6,10.2,2.8,0.2,3.2,7,6.9,,vanlino01
267,Dick Snyder,34,SEA,SG,56,,536,5.4,12.6,0.433,2.9,3.4,0.843,1,2.2,3.2,4.2,0.9,0.4,2.4,3.5,13.8,,snydedi01
268,Dave Corzine,22,WSB,C,59,,532,4.3,8,0.534,3.3,4.3,0.778,3.5,6.4,9.9,3.3,0.7,0.9,3.6,4.5,11.8,,corzida01
269,Scott Lloyd,26,2TM,C,72,0,496,3,8.9,0.344,2,3.4,0.574,3.6,3.4,7,2.3,0.7,0.6,3.7,6.7,8.1,,lloydsc01
270,Scott Lloyd,26,SDC,C,5,,31,0,2.3,0,0,0,,1.2,2.3,3.5,0,1.2,0,9.3,7,0,,lloydsc01
271,Scott Lloyd,26,CHI,C,67,0,465,3.3,9.3,0.35,2.1,3.6,0.574,3.7,3.5,7.2,2.5,0.7,0.6,3.3,6.7,8.6,,lloydsc01
272,Frankie Sanders,22,2TM,SF,46,,479,7.9,18.5,0.427,4.1,5.1,0.794,2.6,5.6,8.3,3.9,1.6,0.5,4.1,5.2,19.8,,sandefr01
273,Frankie Sanders,22,SAS,SF,22,,263,6.8,17.4,0.394,4.4,5.6,0.78,1.8,6.3,8.1,4.8,1.9,0.4,4.4,6,18.1,,sandefr01
274,Frankie Sanders,22,BOS,SF,24,,216,9.2,19.8,0.462,3.7,4.5,0.815,3.7,4.8,8.5,2.8,1.2,0.5,3.8,4.2,22,,sandefr01
275,Tom Barker,23,3TM,C,39,,476,5.1,11.8,0.436,2,2.8,0.73,3.4,5.6,9,1.1,0.8,0.8,2.6,5.7,12.3,,barketo01
276,Tom Barker,23,HOU,C,5,,16,6.8,13.5,0.5,4.5,4.5,1,4.5,9,13.5,0,0,0,2.3,11.3,18,,barketo01
277,Tom Barker,23,BOS,C,12,,131,5.8,13.2,0.438,3,4.1,0.733,3.3,4.9,8.2,1.6,1.1,1.1,3.6,7.1,14.6,,barketo01
278,Tom Barker,23,NYK,C,22,,329,4.8,11.2,0.431,1.5,2.2,0.7,3.4,5.7,9.1,1,0.7,0.8,2.2,4.9,11.2,,barketo01
279,Ted McClain,32,PHO,SG,36,,465,4.8,10.2,0.47,3.3,3.6,0.913,1.9,3.4,5.3,4.6,1.5,0,4.2,3.9,12.9,,mcclate01
280,Gus Gerard,25,2TM,SF,58,,465,6.5,15,0.433,3.9,7,0.549,3.1,4.5,7.6,1.6,1.5,1,2.8,5.7,16.9,,gerargu01
281,Gus Gerard,25,DET,SF,2,,6,6,18,0.333,6,12,0.5,6,0,6,0,12,0,0,0,18,,gerargu01
282,Gus Gerard,25,KCK,SF,56,,459,6.5,15,0.435,3.8,7,0.551,3.1,4.5,7.6,1.6,1.4,1,2.8,5.8,16.9,,gerargu01
283,Joe Hassett,23,SEA,SG,55,,463,7.8,16.4,0.474,1.8,1.8,1,1,2.5,3.5,3.3,1.1,0.3,2.5,4.5,17.3,,hassejo01
284,Rickey Green,24,DET,PG,27,,431,5.6,14.8,0.379,3.8,5.6,0.672,1.3,2.1,3.3,5.3,2.1,0.1,3.7,3.1,15,,greenri01
285,Lucius Allen,31,KCK,PG,31,,413,6,15.2,0.397,1.7,2.9,0.576,1.2,2.8,4,3.8,1.8,0.5,2.6,4.5,13.7,,allenlu01
286,Bob Bigelow,25,SDC,SF,29,,413,3.1,7.8,0.4,1.1,1.8,0.619,1.3,2.7,4,2.2,1,0.2,1.6,3.2,7.4,,bigelbo01
287,Scott May,24,CHI,SF,37,8,403,5.3,12.1,0.434,2.7,3.6,0.75,1.3,4.5,5.7,3.5,2,0.1,4.6,4.6,13.2,,maysc01
288,Harry Davis,23,CLE,SF,40,,394,6,14,0.431,2.7,3.9,0.698,2.5,3.6,6,1.5,1.2,0.7,2.1,6,14.8,,davisha01
289,Phil Chenier,28,WSB,SG,27,,385,6.5,14.8,0.437,1.7,2.6,0.643,0.3,1.6,1.9,2.9,0.4,0.5,2.9,2.6,14.6,,cheniph01
290,Wesley Cox,24,GSW,SF,31,,360,5.3,12.3,0.431,4,9.2,0.435,1.8,4.5,6.3,1.1,1.3,0.5,4.4,6.8,14.6,,coxwe01
291,Ron Carter,22,LAL,SG,46,,332,5.9,13.4,0.435,3.9,5.9,0.667,2.3,2.6,4.9,2.7,1.8,0.8,4.3,5.9,15.6,,cartero01
292,Elmore Smith,29,CLE,C,24,,332,7.5,14.1,0.531,2,2.8,0.692,4.9,6.6,11.5,1.4,0.8,1.7,4.6,6.5,16.9,,smithel01
293,Connie Norman,25,SDC,SG,22,,323,7.9,18.4,0.43,2.1,2.6,0.826,1.4,2.1,3.6,2.7,1.1,0.3,2.5,3.9,17.9,,normaco01
294,Brad Davis,23,2TM,PG,27,,298,3.7,6.6,0.564,1.9,2.8,0.696,0.1,1.9,2.1,6.3,1.9,0.2,2.1,3.9,9.4,,davisbr01
295,Brad Davis,23,LAL,PG,5,,65,4.4,6.1,0.727,1.7,2.2,0.75,0,0.6,0.6,5,1.1,0,3.3,5.5,10.5,,davisbr01
296,Brad Davis,23,IND,PG,22,,233,3.6,6.8,0.523,2,2.9,0.684,0.2,2.3,2.5,6.6,2.2,0.3,1.7,3.4,9.1,,davisbr01
297,Bob Elliott,23,NJN,PF,14,,282,5.2,9.3,0.562,5.2,7.1,0.732,2,5.1,7.1,2.8,0.8,0.5,3.3,4.3,15.7,,elliobo01
298,Walt Frazier,33,CLE,PG,12,,279,7,15.7,0.443,2.7,3.5,0.778,0.9,1.7,2.6,4.1,1.7,0.3,2.8,2.8,16.6,,fraziwa01
299,Steve Sheppard,24,2TM,SF,42,0,279,4.6,9.8,0.474,2.6,4.4,0.588,3.2,2.8,6.1,2.5,1,0.1,3.2,3.4,11.9,,sheppst01
300,Steve Sheppard,24,CHI,SF,22,0,203,4.3,9,0.471,2.1,3.4,0.632,2.8,2.1,5,2.7,0.9,0,3.7,2.8,10.6,,sheppst01
301,Steve Sheppard,24,DET,SF,20,,76,5.7,11.8,0.48,3.8,7.1,0.533,4.3,4.7,9,1.9,1.4,0.5,1.9,4.7,15.2,,sheppst01
302,Jim McMillian,30,POR,SF,23,,278,4.3,9.6,0.446,2.2,2.7,0.81,2.1,3,5.1,4.3,1.3,0.4,2.1,2.3,10.7,,mcmilji01
303,Earl Williams,27,BOS,C,20,,273,7.1,16.2,0.439,1.8,3.2,0.583,5.4,8.4,13.8,1.6,1.6,1.2,2.6,5.4,16.1,,williea01
304,Bo Ellis,24,DEN,PF,42,,269,5.6,12.3,0.457,3.9,4.8,0.806,2.3,6,8.3,1.3,1.3,1.7,2.9,6,15.1,,ellisbo02
305,Steve Green,25,IND,SF,39,,265,5.7,12.1,0.472,2.7,4.6,0.588,3,4.1,7.1,2.9,1.5,0.4,2.3,5.3,14.1,,greenst01
306,Tate Armstrong,23,CHI,SG,26,0,259,3.9,9.7,0.4,1.4,1.8,0.769,1,1.8,2.8,4.3,1.4,0,2.9,3.1,9.2,,armstta01
307,Alonzo Bradley,25,HOU,SF,34,,245,5.4,12.9,0.42,3.2,4.8,0.667,1.9,4.8,6.8,2.5,0.7,0.1,2.5,4.8,14.1,,bradlal01
308,Kim Anderson,23,POR,SF,21,,224,3.9,12.4,0.312,2.4,4.5,0.536,2.7,4.5,7.2,2.4,0.6,0.8,3.5,6.8,10.1,,anderki01
309,Glenn Mosley,23,SAS,PF,26,,221,5,12.2,0.413,3.7,6.2,0.605,4.4,6,10.4,3.1,1.3,1.6,3.3,5.7,13.8,,moslegl01
310,John Kuester,23,DEN,PG,33,,212,2.7,8.8,0.308,2.2,2.4,0.929,0.8,1.4,2.2,6.3,3.1,0.2,3.4,4.9,7.6,,kuestjo01
