Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Awards,Player-additional
159,Kevin Stacom,24,BOS,SG,77,,1114,5.5,12.5,0.439,2.2,2.9,0.747,2,3.2,5.2,4.1,0.7,0.2,3.8,13.2,,stacoke01
160,John Mengelt,26,DET,SG,67,,1105,8.6,17.6,0.489,6.3,7.7,0.81,0.9,2.9,3.7,3.5,1.3,0.2,4.5,23.5,,mengejo01
161,George Trapp,27,DET,PF,76,,1091,9.2,19.9,0.462,2.1,2.9,0.716,2.6,4.9,7.6,1.6,1.1,0.8,5.5,20.4,,trappge01
162,Nick Weatherspoon,25,WSB,SF,64,,1083,7.2,15.2,0.476,3.2,4.6,0.701,2.8,6.3,9.1,1.8,1.5,0.5,5.7,17.7,,weathni01
163,Bud Stallworth,26,NOJ,SF,56,,1051,7.2,16.5,0.437,2.9,4.2,0.685,1.4,3.5,5,1.8,1,0.6,4.6,17.4,,stallbu01
164,Ron Riley,25,HOU,PF,65,,1049,3.9,9.6,0.411,1.3,1.9,0.679,3.1,7.3,10.4,2.6,1.1,0.7,4.7,9.2,,rileyro01
165,Jim Barnett,31,NYK,SG,71,1,1026,5.8,13,0.442,3.2,4,0.789,1.7,1.4,3.1,3.2,0.8,0.1,3,14.7,,barneji02
166,Glenn McDonald,23,BOS,SF,75,,1019,6.7,16.1,0.419,1.4,2,0.714,2,2.8,4.8,2.4,1.4,0.7,4.3,14.9,,mcdongl01
167,Willie Norwood,28,SEA,SF,64,,1004,5.2,10.8,0.485,5.5,7.3,0.749,3.3,4.9,8.2,2.1,1.5,0.1,5,15.9,,norwowi01
168,Bob Weiss,33,BUF,PG,66,,995,3.2,6.6,0.486,1.3,1.7,0.729,0.5,1.9,2.4,5.4,1.7,0.5,3.4,7.7,,weissbo01
169,Steve Kuberski,28,2TM,C,70,,967,5,10.8,0.464,2.6,2.9,0.899,3.4,6.3,9.6,1.7,0.4,0.5,5,12.7,,kuberst01
170,Steve Kuberski,28,BUF,SF,10,,85,3,7.2,0.412,1.3,1.3,1,1.7,8.9,10.6,1.3,0.4,0.8,4.2,7.2,,kuberst01
171,Steve Kuberski,28,BOS,C,60,,882,5.2,11.2,0.467,2.8,3.1,0.895,3.5,6,9.6,1.8,0.4,0.4,5,13.2,,kuberst01
172,Clyde Mayes,22,MIL,PF,65,,948,4.3,9.4,0.46,2.1,3.7,0.577,3.7,6.3,10,1.4,0.3,1.6,5.8,10.8,,mayescl01
173,Don Nelson,35,BOS,SF,75,,943,6.7,14.5,0.462,4.8,6.1,0.789,2.1,4.8,6.9,2.9,0.5,0.3,4.4,18.2,,nelsodo01
174,Jim Fox,32,MIL,C,70,,918,4.1,8,0.517,2.4,3.1,0.785,3.2,6,9.2,1.6,1.1,0.6,5.1,10.7,,foxji01
175,Steve Patterson,27,2TM,C,66,1,918,3.3,8.6,0.382,1.3,2.1,0.63,3.1,5.8,8.9,3.1,0.6,0.6,3.6,7.9,,pattest01
176,Steve Patterson,27,CLE,C,14,,136,4,10.1,0.395,2.1,2.6,0.8,1.9,5.6,7.4,2.4,0.8,1.3,2.9,10.1,,pattest01
177,Steve Patterson,27,CHI,C,52,1,782,3.2,8.4,0.379,1.2,2,0.591,3.4,5.8,9.2,3.3,0.6,0.5,3.8,7.5,,pattest01
178,LaRue Martin,25,POR,C,63,,889,4.4,12.2,0.361,2.3,3.1,0.74,2.8,9.8,12.6,2.9,0.2,0.9,5.1,11.1,,martila01
179,Bill Willoughby,18,ATL,SF,62,,870,4.7,11.8,0.398,2.7,4.1,0.66,4.3,7.7,11.9,1.3,1.5,1.2,3.6,12.1,,willobi01
180,Dwight Davis,26,GSW,PF,72,,866,4.6,11.2,0.413,3.2,4.7,0.69,3.6,5.8,9.4,1.9,0.8,1.2,5.9,12.5,,davisdw01
181,Dick Gibbs,27,BUF,SF,72,,866,5.4,12.5,0.429,3.2,3.9,0.828,1.7,2.7,4.4,2,0.7,0.6,5.5,13.9,,gibbsdi01
182,Bobby Wilson,25,CHI,SG,58,10,856,8.3,20.6,0.403,1.8,2.4,0.741,1.3,2.6,4,2.2,1.1,0.1,4,18.4,,wilsobo03
183,Jim Ard,27,BOS,C,81,,853,4.5,12.4,0.364,3,4.2,0.71,4.1,8.1,12.2,2,0.5,1.5,6,12,,ardji01
184,Stu Lantz,29,LAL,PG,53,,853,3.6,8.6,0.417,3.4,3.8,0.899,1.2,3,4.2,3.2,1.1,0.1,4.4,10.6,,lantzst01
185,Steve Jones,33,POR,SG,64,,819,7.4,16.7,0.442,3.4,4.1,0.83,0.6,2.7,3.3,2.8,0.7,0.3,4.2,18.2,,jonesst01
186,Connie Norman,22,PHI,SG,65,1,818,8.1,18.6,0.434,0.9,1.1,0.833,2.2,2.2,4.4,2.9,1.2,0.3,3.8,17,,normaco01
187,Pat Riley,30,2TM,SG,62,,813,5.2,13.3,0.389,2.4,3.4,0.714,0.7,1.5,2.2,2.5,1,0.3,5,12.8,,rileypa01
188,Pat Riley,30,LAL,SG,2,,23,7.8,20.3,0.385,1.6,4.7,0.333,1.6,3.1,4.7,0,1.6,1.6,7.8,17.2,,rileypa01
189,Pat Riley,30,PHO,SG,60,,790,5.1,13.1,0.389,2.5,3.4,0.73,0.7,1.5,2.1,2.6,1,0.2,4.9,12.7,,rileypa01
190,Matt Guokas,31,2TM,SG,56,0,793,3.3,7.9,0.422,0.8,1.2,0.667,1,1.9,2.9,3.2,0.8,0.1,3.5,7.4,,guokama02
191,Matt Guokas,31,CHI,SG,18,0,278,4.7,9.6,0.486,1.2,1.4,0.818,0.5,1.6,2.1,3.6,0.6,0.1,3,10.5,,guokama02
192,Matt Guokas,31,KCK,SG,38,,515,2.6,6.9,0.374,0.6,1.1,0.563,1.3,2,3.3,2.9,0.9,0.1,3.7,5.8,,guokama02
193,Dale Schlueter,30,BUF,C,71,,773,2.8,5.7,0.5,2.5,3.8,0.667,2.7,7.7,10.4,3.7,0.6,0.8,6.6,8.2,,schluda01
194,Clem Haskins,32,WSB,SG,55,,737,7.2,13.1,0.55,2.6,3.2,0.831,0.6,2.1,2.6,3.6,1.1,0.4,3.9,17.1,,haskicl01
195,Rick Roberson,28,KCK,C,74,,709,3.7,9.1,0.406,2.1,5.2,0.408,3.8,8.1,11.8,2.7,0.9,0.9,6.4,9.5,,roberri01
196,Tom McMillen,23,BUF,C,50,,708,4.9,11.3,0.432,2.1,2.7,0.759,3.3,6.2,9.5,3.5,0.4,0.3,4.4,11.8,,mcmilto01
197,Don Adams,28,BUF,SF,56,,704,3.4,8.7,0.394,2,2.9,0.702,1.9,5.5,7.4,3.7,1.5,0.4,6.5,8.9,,adamsdo01
198,Dave Wohl,26,HOU,PG,50,,700,3.4,8.4,0.405,2,2.5,0.776,0.5,2.4,2.9,5.8,1.3,0.1,5.8,8.7,,wohlda01
199,Kevin Porter,25,DET,PG,19,,687,5.2,12.3,0.421,2.2,2.9,0.75,0.7,1.6,2.3,10.1,1.8,0.2,4.3,12.6,,porteke01
200,Lindsay Hairston,24,DET,SF,47,,651,5.8,12.6,0.456,3.6,6.2,0.58,3.6,6.3,9.9,1.2,1.2,1.8,4.6,15.1,,hairsli01
201,Frank Oleynick,20,SEA,SG,52,,650,7,17.5,0.402,2.9,4.3,0.688,0.6,1.9,2.5,2.9,1.2,0.3,3.4,17,,oleynfr01
202,Billy Cunningham,32,PHI,SF,20,20,640,5.8,14.1,0.41,3.8,5,0.773,1.6,6.6,8.3,6,1.4,0.6,3.2,15.4,,cunnibi01
203,Jerry Sloan,33,CHI,SG,22,20,617,4.9,12.3,0.4,3.2,4.6,0.705,2.3,4.4,6.8,1.3,1.6,0.3,4.5,13,,sloanje01
204,Freddie Boyd,25,2TM,PG,36,0,617,4.3,10,0.433,1.7,3,0.569,0.2,1.6,1.9,4.7,1.6,0.4,3.4,10.3,,boydfr01
205,Freddie Boyd,25,PHI,PG,6,0,33,2.2,6.5,0.333,1.1,2.2,0.5,0,2.2,2.2,2.2,1.1,0,5.5,5.5,,boydfr01
206,Freddie Boyd,25,NOJ,SG,30,,584,4.4,10.2,0.436,1.7,3,0.571,0.2,1.6,1.8,4.8,1.7,0.4,3.3,10.6,,boydfr01
207,Dan Anderson,25,POR,PG,52,,614,5.2,10.6,0.486,3,3.6,0.836,0.9,2.8,3.6,5,1.2,0.1,3.4,13.3,,anderda02
208,Tom Kozelko,24,WSB,PF,67,,584,3,6.1,0.485,1.2,1.8,0.633,1.2,3.9,5.1,2,1.2,0.2,4.6,7.1,,kozelto01
209,Earl Williams,24,DET,C,46,,562,4.7,9.7,0.48,1.4,2.8,0.5,6.6,9.5,16.1,1.2,1.4,1.3,5.2,10.8,,williea01
210,Rowland Garrett,25,2TM,SF,55,4,540,7.2,17.2,0.419,3.5,4.3,0.815,3,4.8,7.8,1.1,1.7,0.5,4.5,17.9,,garrero01
211,Rowland Garrett,25,CHI,SF,14,4,324,6.3,14.6,0.435,4.2,4.9,0.864,3,5.3,8.3,0.8,0.9,0.4,3.6,16.9,,garrero01
212,Rowland Garrett,25,CLE,SF,41,,216,8.5,21.2,0.402,2.5,3.5,0.714,3,4,7,1.7,2.8,0.5,6,19.5,,garrero01
213,Harthorne Wingo,28,NYK,PF,57,0,533,4.9,11,0.442,2.7,4.1,0.667,3.1,4.1,7.2,1.2,1.3,0.5,4,12.4,,wingoha01
214,Kevin Grevey,22,WSB,SF,56,,504,5.6,15.2,0.371,3.7,4.1,0.897,1.7,2.6,4.3,1.9,0.9,0.2,4.6,15,,greveke01
215,Kermit Washington,24,LAL,PF,36,,492,2.9,6.6,0.433,3.3,4.8,0.682,3.7,8.3,12.1,1.5,0.8,1.9,5.6,9,,washike01
216,Leroy Ellis,35,PHI,C,29,13,489,4.5,9.7,0.462,1.3,2.1,0.607,3.5,5.5,9,1.5,1.2,0.7,4.6,10.2,,ellisle01
217,Roger Brown,25,DET,C,29,,454,2.3,5.7,0.403,1.1,1.4,0.778,3.7,6.6,10.3,1,0.5,2,6,5.7,AS,brownro02
218,Barry Clemens,32,POR,SF,49,,443,5.7,11.6,0.49,2.5,2.8,0.886,2.2,3.5,5.7,2.7,2.2,0.6,4.6,13.9,,clemeba01
219,Mickey Davis,25,MIL,SF,45,,411,4.8,13.3,0.362,4.4,5.5,0.794,2.2,5.2,7.4,3.2,1.1,0.2,3.2,14,,davismi02
220,Mel Davis,25,NYK,PF,42,2,408,6.7,17,0.394,1.9,2.6,0.759,3.8,9.3,13.1,2.7,1.4,0.4,4.9,15.4,,davisme01
221,Phil Lumpkin,24,PHO,PG,34,,370,2.1,6.3,0.338,2.5,2.9,0.867,0.7,1.6,2.2,4.7,1.5,0,2.5,6.8,,lumpkph01
222,John Hummer,27,SEA,PF,29,,364,3.2,6.6,0.478,1.7,4.1,0.415,2.1,5.5,7.6,2.5,0.6,0.9,7,8,,hummejo01
223,Wilbur Holland,24,ATL,SG,33,,351,8.7,21.8,0.399,2.3,3.5,0.647,1.5,2.7,4.2,2.7,2.1,0.2,4.9,19.7,,hollawi01
224,Rod Derline,23,SEA,SG,49,,339,7.8,19.2,0.403,4.8,5.9,0.804,0.8,2,2.9,2.8,1.2,0.1,2.3,20.3,,derliro01
225,Jon McGlocklin,32,MIL,SG,33,,336,6.8,15.9,0.426,1,1.1,0.9,0.3,1.5,1.8,4.1,0.9,0,1.9,14.5,,mcglojo01
226,John Lambert,23,CLE,PF,54,,333,5.3,11.9,0.445,2.7,4,0.676,4,7,11,1.7,0.9,1.3,5.8,13.3,,lambejo01
227,Mel Counts,34,NOJ,C,30,,319,4.2,10.3,0.407,1.8,2.4,0.762,3,8.2,11.3,4.3,1.8,0.9,8.4,10.2,,countme01
228,Cliff Meely,28,2TM,PF,34,,313,6,15.2,0.394,3.8,5.5,0.688,2.5,8.6,11.2,2.2,1.6,0.9,7,15.8,,meelycl01
229,Cliff Meely,28,HOU,PF,14,,174,6.6,16.8,0.395,1.9,3.3,0.563,2.5,8.3,10.8,2.1,1.9,0.8,6.4,15.1,,meelycl01
230,Cliff Meely,28,LAL,PF,20,,139,5.2,13.2,0.392,6.2,8.3,0.75,2.6,9.1,11.7,2.3,1.3,1,7.8,16.6,,meelycl01
231,Jeff Mullins,33,GSW,SG,29,,311,6.7,13.9,0.483,2.7,3.4,0.793,1.4,2.3,3.7,4.5,1.6,0.1,4.2,16.1,,mullije01
232,Rudy White,22,HOU,SG,32,,284,5.3,12.9,0.412,2.3,3.2,0.72,1.6,3.2,4.8,3.8,2.4,0.6,4.1,12.9,,whiteru01
233,Al Carlson,24,SEA,C,28,,279,3.5,10.2,0.342,2.3,3.7,0.621,3.9,5.5,9.4,1.7,0.9,1.4,5,9.3,,carlsal01
234,Tom Boswell,22,BOS,PF,35,,275,5.4,12.2,0.441,1.8,3.1,0.583,3.4,5.9,9.3,2.1,0.3,0.1,9.2,12.6,,bosweto01
235,Eric Fernsten,22,2TM,C,37,0,268,4.4,11.6,0.384,3.5,5,0.703,3.4,6,9.4,2.6,0.9,1.9,2.8,12.4,,fernser01
236,Eric Fernsten,22,CLE,C,4,,9,0,8,0,0,0,,0,4,4,0,0,0,4,0,,fernser01
237,Eric Fernsten,22,CHI,C,33,0,259,4.6,11.7,0.393,3.6,5.1,0.703,3.5,6.1,9.6,2.6,1,1.9,2.8,12.8,,fernser01
238,Gus Bailey,24,HOU,SG,30,,262,3.8,10.6,0.364,1.9,3.8,0.5,2.7,4.1,6.9,5.6,1.9,1.1,4.5,9.6,,bailegu01
239,John Wetzel,31,PHO,SG,37,,249,3.2,6.7,0.478,2.9,3.5,0.833,1.2,4.3,5.5,2.7,1.3,0.4,4.3,9.3,,wetzejo01
240,Jim McDaniels,27,LAL,C,35,,242,6.1,15.2,0.402,1.3,1.3,1,3.9,7.1,11,2.2,0.6,1.5,6,13.5,,mcdanji01
241,Zaid Abdul-Aziz,29,SEA,C,27,,223,5.7,12.1,0.467,2.6,4.7,0.552,4.8,7.4,12.3,2.6,1.3,2.4,4.7,13.9,,abdulza01
242,Gene Short,22,2TM,SF,34,0,222,5.2,14.8,0.352,3.2,5.2,0.625,3.1,4.7,7.8,1.6,1.3,0.5,5.8,13.6,,shortge01
243,Gene Short,22,SEA,SF,7,,37,5.8,10.7,0.545,1,1.9,0.5,1.9,4.9,6.8,1.9,0,0,4.9,12.6,,shortge01
244,Gene Short,22,NYK,SF,27,0,185,5.1,15.6,0.325,3.7,5.8,0.633,3.3,4.7,8,1.6,1.6,0.6,6,13.8,,shortge01
245,Lee Winfield,28,KCK,PG,22,,214,5.4,11.1,0.485,1.5,2.4,0.643,1.3,2.7,4,3.2,1.7,1,2.4,12.3,,winfile01
246,Wali Jones,33,2TM,PG,17,1,176,4.7,10,0.469,1.8,2.7,0.692,0,1.8,1.8,6.8,1.2,0,5.5,11.3,,joneswa02
247,Wali Jones,33,DET,PG,1,,19,7.6,20.8,0.364,0,0,,0,0,0,3.8,3.8,0,3.8,15.2,,joneswa02
248,Wali Jones,33,PHI,PG,16,1,157,4.4,8.7,0.5,2.1,3,0.692,0,2.1,2.1,7.1,0.9,0,5.7,10.8,,joneswa02
249,Jim Creighton,25,ATL,SF,32,,172,2.5,9,0.279,1.5,3.3,0.438,2.7,6.7,9.4,0.8,0.4,1.9,4.8,6.5,,creigji01
250,Darryl Dawkins,19,PHI,C,37,1,165,8.9,17.9,0.5,1.7,5.2,0.333,3.3,7.4,10.7,0.7,0.4,2,8.7,19.6,,dawkida01
251,Bob Bigelow,22,KCK,SF,31,,163,3.5,10.4,0.34,5.3,7.3,0.727,2,4.4,6.4,2,0.9,0.2,4,12.4,,bigelbo01
252,Ron Williams,31,LAL,PG,9,,158,3.9,9.8,0.395,2.3,3,0.769,0.5,3.9,4.3,4.8,0.7,0,3.4,10,,williro01
253,Bubbles Hawkins,21,GSW,SG,32,,153,12.5,24.5,0.51,4.7,7.3,0.645,3.8,3.3,7.1,3.8,2.4,1.9,7.3,29.6,,hawkiro01
254,Fred Saunders,24,PHO,SF,17,,146,6.9,15.8,0.438,1.5,2.7,0.545,2.7,6.4,9.1,3.2,1.2,0.2,5.7,15.3,,saundfr01
255,Terry Thomas,22,DET,PF,28,,136,7.4,17.2,0.431,5.6,7.7,0.724,4,5.6,9.5,0.8,1.1,0.5,5.6,20.4,,thomate01
256,Dennis DuVal,23,ATL,PG,13,,130,4.2,11.9,0.349,1.7,2.5,0.667,0.3,1.9,2.2,5.5,1.7,0.6,4.2,10,,duvalde01
257,Jerome Anderson,22,BOS,SG,22,,126,7.1,12.9,0.556,3.1,4.6,0.688,1.1,2.6,3.7,1.7,0.9,0.9,7.1,17.4,,anderje01
258,Henry Dickerson,24,DET,SG,17,,112,2.9,9.3,0.31,3.2,5.1,0.625,1,0,1,2.6,0.6,0.3,5.5,9,,dickehe01
259,Jerry Baskerville,24,PHI,SF,21,0,105,2.7,8.9,0.308,3.4,5.5,0.625,4.5,5.1,9.6,1,2.1,1.7,11,8.9,,baskeje01
260,Mike D'Antoni,24,KCK,SG,9,,101,2.5,9.6,0.259,0.7,0.7,1,1.4,3.6,5,5.7,3.6,0,6.4,5.7,,dantomi01
261,Luke Witte,25,CLE,C,22,,99,4,11.6,0.344,3.3,5.5,0.6,3.3,10.5,13.8,1.5,0.4,0.4,5.1,11.3,,wittelu01
262,Len Kosmalski,24,KCK,C,9,,93,3.1,7.7,0.4,1.5,2.7,0.571,3.5,6.2,9.7,4.6,1.2,1.5,4.3,7.7,,kosmale01
263,Dennis Bell,24,NYK,SF,10,0,76,3.8,9.9,0.381,1.4,3.3,0.429,1.9,4.7,6.6,1.4,2.8,0.5,5.2,9,,bellde01
264,Tom Kropp,22,WSB,SG,25,,72,3.5,15,0.233,2.5,3,0.833,2.5,5,7.5,4,1,0,10,9.5,,kroppto01
265,Ken Mayfield,27,NYK,SG,13,0,64,9.6,25.9,0.37,1.7,1.7,1,0.6,3.9,4.5,2.3,0,0,10.1,20.8,,mayfike01
266,C.J. Kupec,23,LAL,SF,16,,55,6.5,26.2,0.25,4.6,7.2,0.636,2.6,12.4,15.1,3.3,2,0,4.6,17.7,,kupeccj01
267,John Roche,26,LAL,SG,15,,52,2.1,9.7,0.214,1.4,2.8,0.5,0,2.1,2.1,4.2,0,0,4.8,5.5,,rochejo01
268,Greg Lee,24,POR,PG,5,,35,2.1,4.1,0.5,2.1,2.1,1,0,2.1,2.1,11.3,2.1,0,6.2,6.2,,leegr01
269,Larry Fogle,22,NYK,SG,2,0,14,2.6,12.9,0.2,0,0,,2.6,5.1,7.7,0,2.6,0,10.3,5.1,,foglela01
270,Ed Searcy,23,BOS,SF,4,,12,6,18,0.333,6,6,1,0,0,0,3,0,0,12,18,,searced01
271,John Block,31,CHI,PF,2,0,7,10.3,20.6,0.5,0,10.3,0,0,10.3,10.3,0,5.1,0,10.3,20.6,,blockjo01
272,Jim Washington,32,BUF,PF,1,,7,0,5.1,0,0,0,,5.1,0,5.1,5.1,0,0,0,0,,washiji01
273,Walt Wesley,31,LAL,C,1,,7,5.1,10.3,0.5,10.3,20.6,0.5,0,5.1,5.1,5.1,0,0,10.3,20.6,,weslewa01
274,Greg Smith,29,POR,SF,1,,3,0,12,0,0,0,,0,0,0,0,0,0,24,0,,smithgr01
